UPDATE_TYPE,INITIAL_POSTING_DATE,PACKAGE_NDC,GENERIC_NAME,CONTACT_INFO,AVAILABILITY,RELATED_INFO,UPDATE_DATE,THERAPEUTIC_CATEGORY,DOSAGE_FORM,PRESENTATION,COMPANY_NAME,SHORTAGE_REASON,STATUS,OPENFDA_APPLICATION_NUMBER,OPENFDA_BRAND_NAME,OPENFDA_GENERIC_NAME,OPENFDA_MANUFACTURER_NAME,OPENFDA_PRODUCT_NDC,OPENFDA_PRODUCT_TYPE,OPENFDA_ROUTE,OPENFDA_SUBSTANCE_NAME,OPENFDA_RXCUI,OPENFDA_SPL_ID,OPENFDA_SPL_SET_ID,OPENFDA_PACKAGE_NDC,OPENFDA_UNII,OPENFDA_NUI,OPENFDA_PHARM_CLASS_EPC,OPENFDA_PHARM_CLASS_PE,DISCONTINUED_DATE,RELATED_INFO_LINK,OPENFDA_PHARM_CLASS_CS,CHANGE_DATE,OPENFDA_PHARM_CLASS_MOA,RESOLVED_NOTE
Reverified,04/02/2020,63323-412-25,Midazolam Hydrochloride Injection,888-386-1300,Available,Check wholesalers for inventory,11/05/2025,"['Anesthesia', 'Neurology']",Injection,"Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 63323-412-25)","Fresenius Kabi USA, LLC",,Current,"['ANDA075154', 'ANDA208878']",['MIDAZOLAM'],['MIDAZOLAM HYDROCHLORIDE'],"['Fresenius Kabi USA, LLC']","['63323-412', '63323-411']",['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS']",['MIDAZOLAM HYDROCHLORIDE'],"['311700', '311702']","['9814447b-a93e-42ad-b57e-5db0a5b7f552', 'c2aaa2df-aa73-4ea7-96be-528010260e25']","['a91ce254-14a3-4cbf-8ab8-5da252aa3fdc', '09daf48f-1d44-4b7b-bb53-bd5635b93ca6']","['63323-411-22', '63323-411-27', '63323-411-15', '63323-411-12', '63323-411-18', '63323-411-25', '63323-411-13', '63323-411-10', '63323-412-18', '63323-412-25', '63323-412-03', '63323-412-02', '63323-412-06', '63323-412-05', '63323-412-13', '63323-412-10', '63323-412-00']",['W7TTW573JJ'],,,,,,,,,
Revised,01/01/2012,71288-160-10,Leucovorin Calcium Injection,"Meitheal Pharmaceuticals, Inc.: 844-824-8426",,,07/08/2025,"['Oncology', 'Pediatric']",Injection,"Leucovorin Calcium, Injection, 50 mg/5 mL (NDC 71288-160-10)",Kindos Pharmaceuticals Co. Ltd.,,Resolved,['ANDA216590'],['LEUCOVORIN CALCIUM'],['LEUCOVORIN CALCIUM'],['Meitheal Pharmaceuticals Inc.'],"['71288-160', '71288-161', '71288-162', '71288-163', '71288-164']",['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS']",['LEUCOVORIN CALCIUM'],"['237788', '1803930', '1803932', '1803937', '2055036']",['077a459b-e884-4452-aed3-0857a38ce26f'],['9df20901-6980-4d4e-89ec-40f3c1f91852'],"['71288-160-10', '71288-161-20', '71288-162-30', '71288-163-30', '71288-164-50']",['RPR1R4C0P4'],,,,,,,07/08/2025,,Available
Reverified,11/06/2017,0338-1007-03,Dopamine Hydrochloride Injection,888-229-0001,Available,,10/22/2025,['Cardiovascular'],Injection,"Dopamine Hydrochloride In Dextrose 5% In Plastic Container, Injection, 160 mg/100 mL (NDC 0338-1007-03)",Baxter Healthcare,,Current,['NDA019615'],['DOPAMINE HYDROCHLORIDE AND DEXTROSE'],['DOPAMINE HYDROCHLORIDE'],['Baxter Healthcare Corporation'],"['0338-1007', '0338-1005', '0338-1009']",['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['DOPAMINE HYDROCHLORIDE'],"['1292887', '1743869', '1743871', '1743877', '1743879']",['1b91b75f-c6e4-4425-bea8-023458ecf8f9'],['cb97d4a0-89ed-407c-a763-209386b6f75c'],"['0338-1005-02', '0338-1005-03', '0338-1007-02', '0338-1007-03', '0338-1009-02']",['7L3E358N9L'],,,,,,,,,
New,05/14/2025,0245-0036-23,Cholestyramine Powder,800-654-2299,,A business decision was made to discontinue the product.,05/14/2025,['Cardiovascular'],Powder,"Prevalite, Powder, 4 g/5.5 g (NDC 0245-0036-23)","Upsher-Smith Laboratories, LLC",,To Be Discontinued,['ANDA073263'],['PREVALITE'],['CHOLESTYRAMINE'],"['Upsher-Smith Laboratories, LLC']",['0245-0036'],['HUMAN PRESCRIPTION DRUG'],['ORAL'],['CHOLESTYRAMINE'],"['848951', '1801279']",['39e73fd2-1ad0-aae8-e063-6294a90acd5a'],['dd434ef8-8af3-434c-a0a0-9a0b18459ba0'],"['0245-0036-89', '0245-0036-42', '0245-0036-60', '0245-0036-23']",['4B33BGI082'],"['N0000180292', 'N0000175365']",['Bile Acid Sequestrant [EPC]'],,05/14/2025,,,,['Bile-acid Binding Activity [MoA]'],
Reverified,12/22/2021,42806-801-30,Rifampin Capsule,(718) 276-8600 ext. 3,Available,,10/15/2025,['Anti-Infective'],Capsule,"Rifampin, Capsule, 150 mg (NDC 42806-801-30)","Epic Pharma, LLC",,Current,['ANDA064150'],['RIFAMPIN'],['RIFAMPIN'],"['EPIC PHARMA, LLC']","['42806-801', '42806-799']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['RIFAMPIN'],"['198201', '198202']",['a4ac02e8-68ac-4e79-8ca5-0939dd002c87'],['0391f1e1-70d4-4b15-8b58-055bb6a385b8'],"['42806-801-30', '42806-801-01', '42806-799-30', '42806-799-60', '42806-799-01', '42806-799-05']",['VJT6J7R4TR'],"['N0000175500', 'M0019113']",['Rifamycin Antibacterial [EPC]'],,,,['Rifamycins [CS]'],,,
Reverified,07/14/2018,73293-0001-2,Lidocaine Hydrochloride Injection,intbiz@huons.com,Available,,09/17/2025,['Anesthesia'],Injection,"Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 73293-0001-2)","Huons Co., Ltd. (South Korea)",,Current,['ANDA212821'],['LIDOCAINE HYDROCHLORIDE'],['LIDOCAINE HYDROCHLORIDE'],"['Huons Co., Ltd.']","['73293-0001', '73293-0003']",['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['LIDOCAINE HYDROCHLORIDE'],"['1737566', '1737761']",['14a172be-a2db-c9da-e063-6294a90ad411'],['8ec2d256-fc4f-44f6-bee2-eef2bf3bf580'],"['73293-0001-1', '73293-0001-2', '73293-0003-1', '73293-0003-2']",['V13007Z41A'],,,,,,,,,
Reverified,10/05/2022,0143-9310-10,Etomidate Injection,800-631-2174,Available,Novaplus,10/24/2025,['Anesthesia'],Injection,"Etomidate, Injection, 2 mg/1 mL (NDC 0143-9310-10)","Hikma Pharmaceuticals USA, Inc.",,Current,['ANDA202354'],['ETOMIDATE'],['ETOMIDATE'],['Hikma Pharmaceuticals USA Inc.'],"['0143-9310', '0143-9311']",['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['ETOMIDATE'],"['1654006', '1654008']",['c15bd8c1-34e3-40f2-b31a-634136fe197c'],['4312e3c3-34de-4cb3-8abd-c24d24a4bea1'],"['0143-9310-01', '0143-9310-10', '0143-9311-01', '0143-9311-10']",['Z22628B598'],"['N0000175975', 'N0000175681']",['General Anesthetic [EPC]'],['General Anesthesia [PE]'],,,,,,
Reverified,02/20/2018,63323-462-37,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",888-386-1300,Available,Check wholesalers for inventory,11/05/2025,['Anesthesia'],Injection,"Sensorcaine, Injection, 5 mg/1 mL; .005 mg/1 mL (NDC 63323-462-37)","Fresenius Kabi USA, LLC",,Current,['NDA018304'],['SENSORCAINE MPF'],['BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE'],"['Fresenius Kabi USA, LLC']","['63323-462', '63323-464', '63323-466', '63323-465', '63323-467', '63323-460']",['HUMAN PRESCRIPTION DRUG'],"['EPIDURAL', 'INFILTRATION', 'INTRACAUDAL', 'PERINEURAL']","['BUPIVACAINE HYDROCHLORIDE', 'EPINEPHRINE BITARTRATE']","['1672917', '1672919', '1673296', '1673298', '1724880', '1724881', '1724884', '1724885', '1725078', '1725082', '1725175', '1725177', '1012391', '1012396', '1012404', '1012421', '1012455', '1012457']","['13a48007-3784-46f2-bd4d-da1004186b81', '2b1a1f80-cb29-4ac1-9e72-20225ed45715']","['dcf3c0ad-9eb8-4ee7-96df-d0db7ff23175', 'eb6d8fee-def4-4c96-9972-695e8cea8ea8']","['63323-462-03', '63323-462-38', '63323-464-09', '63323-464-39', '63323-466-09', '63323-466-39', '63323-465-01', '63323-465-57', '63323-467-01', '63323-467-57', '63323-460-01', '63323-460-37', '63323-464-02', '63323-464-37', '63323-464-03', '63323-464-31', '63323-466-01', '63323-466-37', '63323-466-02', '63323-466-31', '63323-462-04', '63323-462-17', '63323-462-01', '63323-462-37', '63323-462-02', '63323-462-31']","['7TQO7W3VT8', '30Q7KI53AK']",,,,,,,,,
Reverified,01/19/2023,65862-620-90,Quinapril Hydrochloride Tablet,866-850-2876,Unavailable,Discontinuation of the manufacture of the drug,10/15/2025,['Cardiovascular'],Tablet,"Quinapril Hydrochloride, Tablet, 40 mg (NDC 65862-620-90)",Aurobindo Pharma USA,Discontinuation of the manufacture of the drug,Current,['ANDA202725'],['QUINAPRIL'],['QUINAPRIL HYDROCHLORIDE'],['Aurobindo Pharma Limited'],"['65862-620', '65862-617', '65862-618', '65862-619']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['QUINAPRIL HYDROCHLORIDE'],"['312748', '312749', '312750', '314203']",['5263abd5-ce46-4918-9bb0-9632861bcbc9'],['93e6e668-5306-4f26-81d8-cbc3a7a5e787'],"['65862-617-30', '65862-617-90', '65862-617-99', '65862-617-55', '65862-617-10', '65862-617-78', '65862-618-30', '65862-618-90', '65862-618-99', '65862-618-55', '65862-618-10', '65862-618-78', '65862-619-30', '65862-619-90', '65862-619-99', '65862-619-19', '65862-619-10', '65862-619-78', '65862-620-30', '65862-620-90', '65862-620-99', '65862-620-39', '65862-620-10', '65862-620-78']",['33067B3N2M'],,,,,,,,,
Reverified,10/12/2022,70010-113-01,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",877-770-3183,Available,,10/15/2025,['Psychiatry'],Tablet,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 70010-113-01)",Granules Pharmaceuticals Inc.,,Current,['ANDA215771'],"['DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE']","['DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE']",['Granules Pharmaceuticals Inc.'],"['70010-113', '70010-111', '70010-112', '70010-114', '70010-115', '70010-116', '70010-117']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],"['AMPHETAMINE ASPARTATE MONOHYDRATE', 'AMPHETAMINE SULFATE', 'DEXTROAMPHETAMINE SACCHARATE', 'DEXTROAMPHETAMINE SULFATE']","['541363', '541878', '541892', '577957', '577961', '687043', '1009145']",['2fab399e-2a43-5134-e063-6294a90ae09a'],['b0b4eccc-34c7-483d-966f-82d588358e1b'],"['70010-111-01', '70010-111-03', '70010-112-01', '70010-112-03', '70010-113-01', '70010-113-03', '70010-114-01', '70010-114-03', '70010-115-01', '70010-115-03', '70010-116-01', '70010-116-03', '70010-117-01', '70010-117-03']","['G83415V073', '6DPV8NK46S', 'JJ768O327N', 'O1ZPV620O4']",,,,,,,,,
Reverified,04/07/2020,63323-280-02,Furosemide Injection,888-386-1300,Available,Check wholesalers for inventory,11/05/2025,['Cardiovascular'],Injection,"Furosemide, Injection, 10 mg/1 mL (NDC 63323-280-02)","Fresenius Kabi USA, LLC",,Current,['NDA018902'],['FUROSEMIDE'],['FUROSEMIDE'],"['Fresenius Kabi USA, LLC']",['63323-280'],['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS']",['FUROSEMIDE'],"['1719286', '1719290', '1719291']","['9804efac-5457-417a-8de7-a688467759c0', '64b3fb5f-3516-4e39-b74e-e0e402ed9c4d']","['3747bbcd-783d-4baa-bb5b-b6827bf390e3', 'c794c95a-654e-48fe-9596-201fc122ff75']","['63323-280-41', '63323-280-16', '63323-280-43', '63323-280-26', '63323-280-45', '63323-280-36', '63323-280-01', '63323-280-02', '63323-280-03', '63323-280-04', '63323-280-05', '63323-280-10']",['7LXU5N7ZO5'],"['N0000175366', 'N0000175590']",['Loop Diuretic [EPC]'],['Increased Diuresis at Loop of Henle [PE]'],,,,,,
New,01/27/2025,60505-6095-0,Bendamustine Hydrochloride Injection,800-706-5575,,Discontinuation of the manufacture of the drug,01/27/2025,['Oncology'],Injection,"Bendamustine Hydrochloride, Injection, 25 mg (NDC 60505-6095-0)",Apotex Corp.,,To Be Discontinued,,,,,,,,,,,,,,,,,01/27/2025,,,,,
New,07/23/2025,0832-5323-11,"Potassium Chloride Tablet, Extended Release",763-315-2000,,Discontinuation of the manufacture of the drug product,07/23/2025,"['Endocrinology/Metabolism', 'Gastroenterology']",Tablet,"Potassium Chloride, Tablet, Extended Release, 750 mg (NDC 0832-5323-11)","Upsher-Smith Laboratories, LLC",,To Be Discontinued,['NDA019123'],['POTASSIUM CHLORIDE'],['POTASSIUM CHLORIDE'],"['Upsher-Smith Laboratories, LLC']","['0832-5323', '0832-5322']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['POTASSIUM CHLORIDE'],"['312529', '628953']",['39e726b1-eab8-fcf4-e063-6394a90a950a'],['616f0de7-8843-44a1-8fa6-274d889286aa'],"['0832-5322-11', '0832-5322-10', '0832-5323-11', '0832-5323-10']",['660YQ98I10'],,,,07/23/2025,,,,,
New,07/10/2025,72305-200-30,Levothyroxine Sodium Tablet,888-899-7041,,Discontinuation of the manufacture of the drug,07/10/2025,['Endocrinology/Metabolism'],Tablet,"Euthyrox, Tablet, 200 ug (NDC 72305-200-30)","EMD Serono, Inc.",,To Be Discontinued,['NDA021292'],['EUTHYROX'],['LEVOTHYROXINE SODIUM'],"['Provell Pharmaceuticals, LLC']","['72305-200', '72305-025', '72305-050', '72305-075', '72305-088', '72305-100', '72305-112', '72305-125', '72305-137', '72305-150', '72305-175']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['LEVOTHYROXINE SODIUM'],"['892246', '892251', '966153', '966160', '966166', '966173', '966177', '966182', '966187', '966196', '966202', '966207', '966220', '966221', '966222', '966224', '966225', '966248', '966249', '966253', '966270', '2104866']",['45657074-8874-49f4-a8ef-3ca7e210c16e'],['bc3c6830-ba68-4ba3-9896-a12d0ad0b275'],"['72305-025-30', '72305-025-90', '72305-050-30', '72305-050-90', '72305-075-30', '72305-075-90', '72305-088-30', '72305-088-90', '72305-100-30', '72305-100-90', '72305-112-30', '72305-112-90', '72305-125-30', '72305-125-90', '72305-137-30', '72305-137-90', '72305-150-30', '72305-150-90', '72305-175-30', '72305-175-90', '72305-200-30', '72305-200-90']",['9J765S329G'],,,,07/10/2025,,,,,
Reverified,02/14/2022,0338-0017-03,Dextrose Monohydrate 5% Injection,888-229-0001,Available,,10/22/2025,"['Endocrinology/Metabolism', 'Gastroenterology', 'Other', 'Pediatric']",Injection,"Dextrose 5% In Plastic Container, Injection, 50 g/1000 mL (NDC 0338-0017-03)",Baxter Healthcare,,Current,['NDA016673'],['DEXTROSE'],['DEXTROSE MONOHYDRATE'],['Baxter Healthcare Corporation'],"['0338-0017', '0338-0023']",['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['DEXTROSE MONOHYDRATE'],"['1795477', '1795480', '1795481', '1795607', '1795609', '1795610', '1795612', '1795616', '1795618']",['31bb4a5f-733e-4354-9fbf-138dede4db0f'],['3bb406a9-f5cb-403a-b1bb-5c4facbea3d5'],"['0338-0017-10', '0338-0017-41', '0338-0017-11', '0338-0017-31', '0338-0017-48', '0338-0017-18', '0338-0017-38', '0338-0017-02', '0338-0017-03', '0338-0017-04', '0338-0023-02', '0338-0023-03', '0338-0023-04']",['LX22YL083G'],,,,,,,,,
Revised,01/31/2018,0641-6007-10,Bumetanide Injection,800-631-2174,Available,,10/24/2025,['Cardiovascular'],Injection,"Bumetanide, Injection, .25 mg/1 mL (NDC 0641-6007-10)","Hikma Pharmaceuticals USA, Inc.",,Current,['ANDA079196'],['BUMETANIDE'],['BUMETANIDE'],['Hikma Pharmaceuticals USA Inc.'],"['0641-6007', '0641-6008']",['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS']",['BUMETANIDE'],"['282486', '1727569']",['99d2fc38-7e1e-4209-aa57-089794eda8a6'],['681b5e9d-e2c7-4f29-aaad-e06d4a528c11'],"['0641-6007-01', '0641-6007-10', '0641-6008-01', '0641-6008-10']",['0Y2S3XUQ5H'],"['N0000175366', 'N0000175590']",['Loop Diuretic [EPC]'],['Increased Diuresis at Loop of Henle [PE]'],,,,,,
New,04/28/2025,0832-0465-30,Nystatin Topical Powder,800-654-2299,,,04/28/2025,"['Anti-Infective', 'Dermatology']",Topical Powder,"Nystatin, Topical Powder, 100000 [USP'U]/1 g (NDC 0832-0465-30)","Upsher-Smith Laboratories, LLC",,To Be Discontinued,['ANDA065183'],['NYAMYC'],['NYSTATIN'],"['Upsher-Smith Laboratories, LLC']",['0832-0465'],['HUMAN PRESCRIPTION DRUG'],['TOPICAL'],['NYSTATIN'],"['584414', '646456']",['3984f88f-d61f-1fa9-e063-6394a90acb11'],['01b44f91-9b68-464a-9693-b5d3e793bf3c'],"['0832-0465-15', '0832-0465-30', '0832-0465-60']",['BDF1O1C72E'],"['N0000175498', 'M0017172']",['Polyene Antifungal [EPC]'],,04/28/2025,,['Polyenes [CS]'],,,
Reverified,10/25/2017,0338-0409-03,Lidocaine Hydrochloride Injection,888-229-0001,Available,,10/22/2025,['Cardiovascular'],Injection,"Lidocaine Hydrochloride And Dextrose, Injection, 4 mg/1 mL (NDC 0338-0409-03)",Baxter Healthcare,,Current,['NDA018461'],['LIDOCAINE HYDROCHLORIDE AND DEXTROSE'],['LIDOCAINE HYDROCHLORIDE'],['Baxter Healthcare Corporation'],"['0338-0409', '0338-0411']",['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['LIDOCAINE HYDROCHLORIDE'],"['1737723', '1737742', '1737744']",['6bb9f86c-595a-47f7-b6e9-792966edb852'],['f21512ea-c7c3-4766-b976-b2c0b5616bf0'],"['0338-0409-03', '0338-0409-02', '0338-0411-02']",['V13007Z41A'],,,,,,,,,
Revised,10/05/2022,0143-9506-10,Etomidate Injection,800-631-2174,Available,Currently available.  Additional product will be made available as it is released.,10/24/2025,['Anesthesia'],Injection,"Etomidate, Injection, 2 mg/1 mL (NDC 0143-9506-10)","Hikma Pharmaceuticals USA, Inc.",,Current,['ANDA202354'],['ETOMIDATE'],['ETOMIDATE'],['Hikma Pharmaceuticals USA Inc.'],"['0143-9506', '0143-9507']",['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['ETOMIDATE'],"['1654006', '1654008']",['98560882-bfdf-404e-ab8b-3ee2a6875830'],['75bf0494-7cb9-4e8a-8edd-af62f035d236'],"['0143-9506-01', '0143-9506-10', '0143-9507-01', '0143-9507-10']",['Z22628B598'],"['N0000175975', 'N0000175681']",['General Anesthetic [EPC]'],['General Anesthesia [PE]'],,,,,,
Revised,02/20/2018,0409-1587-50,Bupivacaine Hydrochloride Injection,844-646-4398,Unavailable,Next Delivery: October 2025; Estimated Recovery: December 2025,10/23/2025,['Anesthesia'],Injection,"Marcaine, Injection, Marcaine 125 mg/50 mL (2.5 mg/mL) (NDC 0409-1587-50)","Hospira, Inc., a Pfizer Company",Other,Current,['NDA016964'],['MARCAINE'],['BUPIVACAINE HYDROCHLORIDE'],"['Hospira, Inc.']","['0409-1587', '0409-1559', '0409-1560', '0409-1582', '0409-1610', '0409-1746', '0409-1749', '0409-1752', '0409-1755', '0409-2510', '0409-7535', '0409-1250', '0409-5010', '0409-1530', '0409-0525', '0409-7510', '0409-2253']",['HUMAN PRESCRIPTION DRUG'],"['INFILTRATION', 'PERINEURAL']",['BUPIVACAINE HYDROCHLORIDE'],"['1012377', '1012381', '1012384', '1012388', '1012396', '1012400', '1012404', '1012406', '1672917', '1672919', '1673242', '1673243', '1724786', '1724787', '1724794', '1724796', '1724880', '1724884', '1725044', '1725046', '1725078', '1725079', '1725082', '1725083', '1867594', '1867596', '1867612', '1867614']",['b00b78c3-c70d-49b9-a381-6a1496f74153'],['67578b56-7540-487e-1fba-481255620e78'],"['0409-1559-18', '0409-1559-10', '0409-1559-19', '0409-1559-30', '0409-1560-18', '0409-1560-10', '0409-1560-19', '0409-1560-29', '0409-1582-18', '0409-1582-10', '0409-1582-19', '0409-1582-29', '0409-1587-50', '0409-1610-50', '0409-1746-70', '0409-1746-10', '0409-1746-71', '0409-1746-30', '0409-1749-70', '0409-1749-10', '0409-1749-71', '0409-1749-29', '0409-1752-50', '0409-1755-50', '0409-2510-01', '0409-2510-25', '0409-7535-01', '0409-7535-25', '0409-1250-01', '0409-1250-25', '0409-5010-01', '0409-5010-25', '0409-1530-01', '0409-1530-25', '0409-0525-01', '0409-0525-25', '0409-7510-01', '0409-7510-25', '0409-2253-01', '0409-2253-25']","['7TQO7W3VT8', '30Q7KI53AK']",,,,,,,,,
Reverified,01/19/2023,65862-618-90,Quinapril Hydrochloride Tablet,866-850-2876,Unavailable,Discontinuation of the manufacture of the drug,10/15/2025,['Cardiovascular'],Tablet,"Quinapril Hydrochloride, Tablet, 10 mg (NDC 65862-618-90)",Aurobindo Pharma USA,Discontinuation of the manufacture of the drug,Current,['ANDA202725'],['QUINAPRIL'],['QUINAPRIL HYDROCHLORIDE'],['Aurobindo Pharma Limited'],"['65862-618', '65862-617', '65862-619', '65862-620']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['QUINAPRIL HYDROCHLORIDE'],"['312748', '312749', '312750', '314203']",['5263abd5-ce46-4918-9bb0-9632861bcbc9'],['93e6e668-5306-4f26-81d8-cbc3a7a5e787'],"['65862-617-30', '65862-617-90', '65862-617-99', '65862-617-55', '65862-617-10', '65862-617-78', '65862-618-30', '65862-618-90', '65862-618-99', '65862-618-55', '65862-618-10', '65862-618-78', '65862-619-30', '65862-619-90', '65862-619-99', '65862-619-19', '65862-619-10', '65862-619-78', '65862-620-30', '65862-620-90', '65862-620-99', '65862-620-39', '65862-620-10', '65862-620-78']",['33067B3N2M'],,,,,,,,,
Revised,02/22/2012,0409-4776-01,Lidocaine Hydrochloride Injection,844-646-4398,Available,,11/07/2025,"['Anesthesia', 'Pediatric']",Injection,"Lidocaine Hydrochloride Preservative Free, Injection, 300 mg/20 mL (1.5%; 15 mg/mL) (NDC 0409-4776-01)","Hospira, Inc., a Pfizer Company",,Current,['ANDA080408'],['LIDOCAINE HYDROCHLORIDE'],['LIDOCAINE HYDROCHLORIDE'],"['Hospira, Inc.']","['0409-4776', '0409-4713', '0409-4278', '0409-4279', '0409-4282', '0409-4277', '0409-4276', '0409-4275']",['HUMAN PRESCRIPTION DRUG'],"['EPIDURAL', 'INFILTRATION', 'INTRACAUDAL', 'PERINEURAL']",['LIDOCAINE HYDROCHLORIDE'],"['1010033', '1010671', '1010900', '1737343', '1737562', '1737566', '1737568', '1737636', '1737757', '1737763']",['d0322a93-069a-453f-89eb-e5d5559ed075'],['3b2dd84e-cee8-4e58-d494-395a65a353a0'],"['0409-4713-12', '0409-4713-26', '0409-4713-02', '0409-4713-72', '0409-4713-62', '0409-4713-75', '0409-4713-65', '0409-4713-42', '0409-4713-25', '0409-4713-32', '0409-4278-16', '0409-4278-01', '0409-4279-16', '0409-4279-02', '0409-4776-10', '0409-4776-01', '0409-4282-11', '0409-4282-25', '0409-4282-01', '0409-4282-12', '0409-4282-02', '0409-4277-16', '0409-4277-01', '0409-4277-17', '0409-4277-02', '0409-4276-16', '0409-4276-01', '0409-4276-17', '0409-4276-02', '0409-4275-16', '0409-4275-01']",['V13007Z41A'],,,,,,,,,
New,06/24/2025,0078-0364-05,Amlodipine Besylate; Benazepril Hydrochloride Capsule,888-669-6682,,Permanent discontinuation in the manufacturing of the drug,06/24/2025,['Cardiovascular'],Capsule,"Lotrel, Capsule, 10 mg; 20 mg (NDC 0078-0364-05)",Novartis Pharmaceuticals Corporation,,To Be Discontinued,['NDA020364'],['LOTREL'],['AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE'],['Novartis Pharmaceuticals Corporation'],"['0078-0364', '0078-0405', '0078-0406', '0078-0379']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],"['AMLODIPINE BESYLATE', 'BENAZEPRIL HYDROCHLORIDE']","['898342', '898344', '898346', '898348', '898353', '898355', '898356', '898358']",['b9db75d9-9d1e-4b2d-9876-5f5520feaecc'],['94ae6054-b7ae-4212-a567-4f803af8f2c7'],"['0078-0405-05', '0078-0406-05', '0078-0364-05', '0078-0379-05']","['N1SN99T69T', '864V2Q084H']",,,,06/24/2025,,,,,
Reverified,02/20/2018,63323-466-37,Bupivacaine Hydrochloride Injection,888-386-1300,Available,Check wholesalers for inventory,11/05/2025,['Anesthesia'],Injection,"Sensorcaine, Injection, 5 mg/1 mL (NDC 63323-466-37)","Fresenius Kabi USA, LLC",,Current,"['ANDA070553', 'NDA018304']",['SENSORCAINE MPF'],['BUPIVACAINE HYDROCHLORIDE'],"['Fresenius Kabi USA, LLC']","['63323-466', '63323-464', '63323-462', '63323-465', '63323-467', '63323-460']",['HUMAN PRESCRIPTION DRUG'],"['EPIDURAL', 'INTRACAUDAL', 'PERINEURAL', 'INFILTRATION']",['BUPIVACAINE HYDROCHLORIDE'],"['1724880', '1724881', '1725078', '1725175', '1724884', '1724885', '1725082', '1725177', '1672917', '1672919', '1673296', '1673298', '1012391', '1012396', '1012404', '1012421', '1012455', '1012457']","['b41b5dbd-7aff-4d97-ac97-f4355393ee4e', 'd3ba9fb9-63c8-4597-bb0a-cd01d31a24b6', '13a48007-3784-46f2-bd4d-da1004186b81', '2b1a1f80-cb29-4ac1-9e72-20225ed45715']","['e700eb7b-8b14-49c9-96b2-331f18776e45', 'b6bfc04a-1868-4630-9ca1-8c027af97ce3', 'dcf3c0ad-9eb8-4ee7-96df-d0db7ff23175', 'eb6d8fee-def4-4c96-9972-695e8cea8ea8']","['63323-464-01', '63323-464-17', '63323-466-03', '63323-466-17', '63323-464-08', '63323-464-38', '63323-466-08', '63323-466-38', '63323-462-03', '63323-462-38', '63323-464-09', '63323-464-39', '63323-466-09', '63323-466-39', '63323-465-01', '63323-465-57', '63323-467-01', '63323-467-57', '63323-460-01', '63323-460-37', '63323-464-02', '63323-464-37', '63323-464-03', '63323-464-31', '63323-466-01', '63323-466-37', '63323-466-02', '63323-466-31', '63323-462-04', '63323-462-17', '63323-462-01', '63323-462-37', '63323-462-02', '63323-462-31']","['7TQO7W3VT8', '30Q7KI53AK']",,,,,,,,,
